Date,cesi_global,cesi_g10,cesi_united_states,cesi_eurozone,cesi_asia_pacific,cesi_latin_america,cesi_emerging_markets,cesi_bric
2006-10-19,-15.4,-29.8,-49.8,7.1,8.4,6.2,6.3,-12.89
2006-10-20,-15.0,-28.8,-49.3,7.9,8.7,3.4,5.7,-10.54
2006-10-23,-13.6,-26.7,-47.6,11.5,8.9,4.7,6.0,-8.71
2006-10-24,-14.8,-28.6,-46.8,3.8,6.9,6.4,5.8,-7.72
2006-10-25,-10.6,-22.4,-45.3,21.6,8.0,6.5,7.2,-7.28
2006-10-26,-9.1,-19.1,-37.8,21.7,5.7,7.5,6.0,-4.56
2006-10-27,-9.4,-20.1,-44.9,29.5,6.0,10.0,6.7,-4.02
2006-10-30,-6.9,-18.2,-44.0,32.3,11.6,10.7,10.1,-2.0
2006-10-31,-9.0,-21.4,-52.6,33.5,10.7,11.2,9.6,-1.09
2006-11-01,-9.8,-22.6,-56.9,35.4,10.2,12.2,9.3,0.2
2006-11-02,-10.4,-23.0,-56.8,35.7,9.0,12.2,8.5,0.79
2006-11-03,-7.7,-17.9,-51.5,36.1,8.9,9.9,7.6,1.42
2006-11-06,-9.3,-20.9,-51.9,27.6,9.0,15.2,8.2,3.91
2006-11-07,-10.5,-21.3,-52.2,26.2,5.7,9.0,5.6,2.41
2006-11-08,-10.8,-21.5,-53.5,26.3,4.9,8.5,5.2,3.33
2006-11-09,-9.2,-18.9,-46.7,26.5,7.5,7.8,5.4,7.5
2006-11-10,-9.3,-21.1,-46.5,26.6,12.8,6.9,8.4,15.48
2006-11-13,-8.3,-20.7,-45.8,27.3,16.3,4.1,10.2,22.55
2006-11-14,-10.1,-23.7,-49.7,18.9,16.2,5.3,10.4,22.49
2006-11-15,-11.0,-23.1,-45.3,19.4,10.6,5.6,7.1,14.92
2006-11-16,-12.7,-24.2,-51.7,20.0,4.8,9.3,4.5,5.23
2006-11-17,-11.2,-25.2,-55.3,20.9,4.5,31.3,9.8,16.65
2006-11-20,-9.3,-22.4,-53.1,25.6,4.4,33.2,10.4,22.2
2006-11-21,-8.2,-22.3,-52.0,24.8,8.1,34.5,12.9,22.6
2006-11-22,-8.7,-22.4,-52.2,23.6,6.3,35.1,11.9,22.56
2006-11-24,-4.3,-14.2,-50.7,46.9,7.4,26.3,10.5,22.8
2006-11-27,-2.6,-11.7,-47.8,47.8,7.3,29.8,11.0,23.23
2006-11-28,-5.2,-15.2,-56.1,45.2,3.1,33.6,9.9,23.86
2006-11-29,-1.8,-8.8,-50.0,43.6,1.2,33.3,8.7,23.58
2006-11-30,-2.8,-10.4,-54.9,45.5,0.6,29.8,8.6,24.45
2006-12-01,-4.7,-12.9,-60.3,44.9,-0.7,28.8,7.5,24.06
2006-12-04,-3.3,-12.3,-58.8,41.7,5.0,27.8,10.3,22.8
2006-12-05,-1.8,-8.2,-50.5,40.7,4.9,19.0,7.9,22.25
2006-12-06,-3.6,-12.4,-49.3,27.0,4.6,19.0,9.5,21.58
2006-12-07,-3.7,-11.1,-48.0,26.8,2.1,19.0,7.5,20.74
2006-12-08,-6.3,-14.8,-44.1,13.0,1.8,19.1,6.4,17.88
2006-12-11,-3.5,-11.7,-38.1,12.8,8.2,19.0,8.9,25.62
2006-12-12,1.4,0.4,-18.8,24.4,-2.1,18.1,3.0,4.38
2006-12-13,5.9,9.5,-1.9,24.5,-4.2,13.9,0.5,1.4
2006-12-14,7.8,11.6,1.1,24.8,-1.8,14.3,2.2,4.91
2006-12-15,11.8,15.4,3.1,25.3,-2.1,32.0,6.5,3.38
2006-12-18,13.6,17.8,7.8,27.4,-2.3,33.5,7.4,3.16
2006-12-19,17.9,25.8,10.2,51.9,-2.7,34.6,6.0,2.95
2006-12-20,17.9,24.9,10.4,48.4,-3.1,41.2,7.5,1.3
2006-12-21,14.9,20.3,2.0,47.1,-3.6,42.9,6.7,1.97
2006-12-22,14.2,20.0,3.8,43.5,-5.6,42.6,5.4,1.7
2006-12-26,12.6,17.8,5.2,33.8,-6.4,41.9,4.9,0.06
2006-12-27,12.5,17.8,5.8,33.0,-7.2,42.0,4.5,-0.76
2006-12-28,16.1,23.6,21.3,32.3,-6.7,41.8,4.8,-0.99
2006-12-29,18.3,26.7,22.0,42.0,-5.7,42.4,5.6,-1.21
2007-01-03,18.5,26.8,31.7,30.0,-5.3,40.8,6.1,-2.76
2007-01-04,19.1,27.5,32.2,29.4,-4.7,40.1,6.4,-3.13
2007-01-05,23.2,33.0,40.0,30.9,-2.8,43.3,8.4,-0.83
2007-01-08,25.1,34.0,42.2,29.6,-2.6,39.9,11.7,-1.72
2007-01-09,25.5,34.8,44.1,29.8,-2.2,38.4,11.6,-1.66
2007-01-10,28.5,38.9,51.8,35.9,-2.9,43.0,13.0,-1.95
2007-01-11,26.9,39.0,50.8,36.3,-8.7,41.6,8.8,-10.59
2007-01-12,31.5,42.8,59.1,36.9,1.6,39.7,14.5,6.15
2007-01-16,34.2,45.3,52.4,51.2,2.2,54.7,17.6,8.89
2007-01-17,33.5,44.7,53.2,50.6,-0.5,55.0,16.7,8.47
2007-01-18,34.6,46.8,57.7,50.1,-0.4,53.2,16.2,8.37
2007-01-19,35.5,49.1,61.6,49.4,-0.2,53.0,15.1,8.25
2007-01-22,34.2,47.4,61.4,44.9,-0.3,52.0,14.4,4.78
2007-01-23,34.4,48.5,61.0,49.4,-1.8,51.4,13.2,4.38
2007-01-24,34.3,49.0,62.3,48.1,-2.0,50.8,12.3,4.35
2007-01-25,27.4,44.2,62.6,31.9,-19.9,53.9,2.3,-15.16
2007-01-26,30.1,47.8,66.1,39.5,-17.8,53.6,3.5,-10.42
2007-01-29,28.2,46.3,68.6,32.2,-21.8,53.0,1.0,-10.51
2007-01-30,28.3,46.7,68.3,32.6,-21.4,51.6,0.8,-10.5
2007-01-31,29.0,47.8,73.1,30.5,-21.2,51.5,0.9,-10.57
2007-02-01,27.7,44.9,65.6,31.1,-18.7,49.1,1.8,-10.58
2007-02-02,24.3,42.1,58.5,31.9,-16.7,27.7,-2.3,-10.6
2007-02-05,25.4,43.6,61.3,33.5,-15.7,27.2,-1.9,-11.93
2007-02-06,24.4,42.0,60.4,29.1,-16.1,26.6,-2.1,-12.74
2007-02-07,24.6,40.3,60.4,21.8,-13.0,26.0,1.0,-13.5
2007-02-08,23.6,40.2,60.5,21.9,-12.7,25.3,-1.3,-13.27
2007-02-09,24.2,42.1,60.7,22.0,-14.6,24.4,-2.6,-6.5
2007-02-12,27.3,42.5,61.7,22.7,0.4,20.5,4.5,13.48
2007-02-13,25.0,38.7,56.4,21.6,1.2,18.1,4.4,13.74
2007-02-14,22.2,37.9,54.8,20.9,1.2,1.3,-1.4,11.76
2007-02-15,17.1,28.0,36.7,20.2,1.9,9.0,0.8,10.69
2007-02-16,15.8,25.6,32.4,19.3,2.4,9.3,1.2,15.49
2007-02-20,14.4,22.4,31.6,11.6,1.5,8.0,2.5,14.8
2007-02-21,16.5,25.4,34.5,12.6,1.7,10.6,3.2,18.27
2007-02-22,17.8,27.7,34.3,21.3,1.9,9.6,3.0,17.89
2007-02-23,17.4,27.0,34.2,19.6,2.0,4.9,3.0,17.98
2007-02-26,16.6,25.8,33.9,20.4,2.5,4.8,2.9,18.11
2007-02-27,17.5,27.8,36.2,23.9,-2.6,5.2,2.0,18.11
2007-02-28,15.5,24.8,25.5,26.6,-6.8,13.5,1.6,16.56
2007-03-01,15.7,27.9,31.2,26.9,-14.1,14.3,-2.6,16.81
2007-03-02,14.4,26.7,28.2,27.3,-15.8,14.5,-4.0,17.03
2007-03-05,12.0,22.3,17.0,31.1,-15.1,15.7,-3.5,18.05
2007-03-06,12.1,21.8,15.5,31.4,-13.3,14.8,-2.4,19.02
2007-03-07,9.4,19.5,13.6,23.7,-19.1,14.2,-5.8,19.67
2007-03-08,12.3,21.1,11.8,33.3,-21.0,13.6,-0.8,20.13
2007-03-09,13.7,22.4,14.4,31.9,-18.7,12.8,0.7,20.65
2007-03-12,10.1,14.8,4.3,26.4,-14.1,10.0,3.0,29.3
2007-03-13,17.4,13.1,-3.9,30.4,19.5,8.1,23.8,76.57
2007-03-14,16.0,12.0,-4.2,29.1,19.4,1.5,22.0,70.31
2007-03-15,16.7,11.9,-2.0,27.6,18.5,11.4,23.8,71.86
2007-03-16,16.4,14.6,4.8,25.7,11.0,10.8,19.2,67.36
2007-03-19,15.1,12.5,4.3,18.5,10.8,7.8,19.0,66.78
2007-03-20,16.7,14.6,6.4,18.3,12.4,7.3,19.9,66.34
2007-03-21,16.4,14.0,5.3,18.1,12.5,7.7,20.0,66.08
2007-03-22,17.0,15.0,4.5,17.7,13.3,5.0,20.1,68.57
2007-03-23,16.4,14.7,3.5,18.3,12.3,4.7,18.9,68.28
2007-03-26,15.2,12.9,-6.8,27.3,12.6,3.7,18.6,67.28
2007-03-27,16.7,15.6,-11.7,42.6,12.3,3.3,18.3,66.91
2007-03-28,15.4,13.8,-14.1,43.7,11.9,2.3,17.7,66.5
2007-03-29,15.2,16.2,-8.8,43.9,5.4,2.0,13.7,66.09
2007-03-30,19.6,22.8,4.8,43.6,6.2,5.0,14.8,65.68
2007-04-02,17.9,18.1,-0.1,42.3,10.8,3.4,17.6,64.14
2007-04-03,16.7,17.4,-1.2,41.7,8.1,2.7,15.6,63.54
2007-04-04,18.2,19.9,-8.4,61.9,7.8,4.5,15.7,65.34
2007-04-05,20.6,23.6,-9.0,71.5,7.9,7.4,16.2,64.92
2007-04-09,19.8,24.5,-4.5,68.1,8.3,3.5,12.8,62.73
2007-04-10,19.4,24.4,-5.4,67.6,6.7,3.0,11.9,65.15
2007-04-11,11.9,21.6,-6.9,67.1,-20.8,2.3,-2.6,25.14
2007-04-12,11.3,20.9,-6.9,66.5,-21.1,1.3,-3.0,23.77
2007-04-13,11.4,22.8,-1.6,65.7,-19.6,-13.7,-5.6,23.34
2007-04-16,9.4,19.7,-10.9,62.8,-17.7,-18.5,-6.0,22.9
2007-04-17,12.2,22.4,-16.5,75.6,-17.3,-10.8,-3.1,28.83
2007-04-18,12.5,22.9,-16.9,75.7,-16.8,-10.5,-3.0,29.08
2007-04-19,13.6,24.1,-17.7,75.7,-16.1,-8.8,-2.2,28.33
2007-04-20,25.0,24.8,-17.5,77.9,30.6,-12.1,25.3,93.65
2007-04-23,25.5,25.1,-17.0,79.0,32.6,-12.8,26.2,95.57
2007-04-24,25.6,24.4,-18.7,81.0,34.4,-12.7,27.3,97.53
2007-04-25,27.9,27.4,-19.2,90.0,36.2,-12.0,28.7,96.15
2007-04-26,30.2,31.7,-18.8,102.3,34.0,-9.9,27.9,95.88
2007-04-27,27.6,28.5,-26.9,114.6,30.9,-9.0,26.2,95.19
2007-04-30,30.1,33.3,-26.8,129.9,27.7,-4.4,25.3,92.88
2007-05-01,33.7,38.6,-13.8,129.7,28.6,-2.2,26.3,92.01
2007-05-02,34.5,39.1,-12.5,129.6,29.4,1.1,27.6,91.13
2007-05-03,35.0,41.8,-5.9,129.5,25.0,1.1,24.9,90.18
2007-05-04,34.7,41.1,-7.1,129.6,24.6,2.7,25.0,89.39
2007-05-07,38.2,47.7,-5.9,149.4,21.7,5.9,23.9,85.44
2007-05-08,36.8,47.5,-5.1,148.0,19.5,6.1,20.8,83.59
2007-05-09,36.2,47.5,-4.2,147.3,16.8,6.3,19.2,81.16
2007-05-10,32.4,41.4,-19.9,146.5,16.8,6.6,18.9,81.17
2007-05-11,31.4,36.9,-28.3,145.8,23.9,7.0,23.2,92.8
2007-05-14,34.3,39.9,-21.7,143.3,27.3,9.7,26.0,95.48
2007-05-15,34.4,40.3,-19.8,144.8,27.3,1.1,25.6,98.25
2007-05-16,36.5,42.7,-14.1,143.8,29.6,1.1,27.2,100.07
2007-05-17,35.6,42.0,-13.8,142.8,29.4,-2.2,25.9,98.1
2007-05-18,34.7,40.7,-13.3,141.7,27.2,4.0,25.8,97.39
2007-05-21,32.8,38.5,-13.9,137.4,27.5,4.4,24.2,94.54
2007-05-22,32.5,38.4,-13.8,137.2,26.4,5.7,23.6,96.25
2007-05-23,32.3,38.2,-13.6,136.5,26.9,5.3,23.4,95.54
2007-05-24,29.6,34.0,-8.8,115.9,27.2,4.0,23.0,94.4
2007-05-25,28.9,32.8,-8.6,115.9,27.2,4.0,23.0,94.4
2007-05-29,31.2,33.9,-2.5,108.5,35.3,8.0,27.1,90.41
2007-05-30,30.0,30.9,-2.1,101.9,38.3,7.9,28.7,89.34
2007-05-31,31.4,33.6,3.1,106.0,36.2,9.7,28.0,84.73
2007-06-01,31.8,34.8,6.6,105.1,35.7,9.5,27.4,83.53
2007-06-04,31.3,33.7,6.6,102.7,38.7,9.1,27.7,78.94
2007-06-05,32.1,36.3,14.5,99.9,37.6,8.0,25.7,74.97
2007-06-06,30.9,35.5,13.8,97.6,35.9,7.9,24.0,72.76
2007-06-07,30.2,35.6,13.8,96.4,33.2,7.6,22.1,70.18
2007-06-08,29.3,37.1,35.1,74.3,30.0,7.4,17.6,66.79
2007-06-11,26.2,35.4,34.9,69.9,22.3,6.3,12.5,58.02
2007-06-12,27.9,33.8,33.7,68.7,33.6,4.7,19.0,74.66
2007-06-13,28.4,36.8,44.0,67.5,34.6,-7.0,15.8,71.33
2007-06-14,30.6,36.4,43.7,66.2,44.7,-7.0,21.8,86.88
2007-06-15,31.0,36.0,43.8,64.8,48.6,-9.7,23.4,92.37
2007-06-18,28.3,33.5,42.9,59.7,48.3,-18.8,20.5,88.85
2007-06-19,24.6,27.4,42.8,40.4,48.1,-18.5,20.4,88.0
2007-06-20,23.9,26.9,42.7,38.1,48.2,-18.5,19.4,87.64
2007-06-21,22.7,24.7,48.8,28.6,48.1,-17.3,19.6,89.98
2007-06-22,18.1,17.8,48.8,5.6,47.7,-20.9,18.5,89.52
2007-06-25,16.6,14.4,47.3,-4.3,51.8,-21.1,19.8,88.18
2007-06-26,15.4,12.0,42.9,-6.0,53.1,-21.4,20.5,87.76
2007-06-27,14.8,11.4,38.8,-1.7,52.7,-22.5,19.9,87.3
2007-06-28,13.5,9.1,36.9,1.2,53.0,-22.5,20.2,86.8
2007-06-29,14.0,9.2,40.5,-3.1,54.5,-21.2,21.3,86.33
2007-07-02,13.8,8.2,44.1,-13.1,54.8,-22.0,22.1,84.59
2007-07-03,14.4,6.8,43.3,-15.2,61.3,-22.2,25.9,84.35
2007-07-05,16.0,9.6,47.8,-16.4,62.2,-26.2,25.5,87.52
2007-07-06,19.3,15.3,48.6,-1.1,62.7,-25.8,25.3,87.72
2007-07-09,22.5,16.1,48.6,-3.6,70.5,-23.8,32.2,93.44
2007-07-10,22.8,16.3,48.6,-4.6,70.4,-22.7,32.5,91.79
2007-07-11,22.9,16.1,48.3,-5.8,70.6,-20.6,33.1,92.98
2007-07-12,22.1,15.7,48.9,-7.1,66.1,-20.7,31.6,85.4
2007-07-13,18.4,12.3,42.8,-8.7,64.2,-26.9,27.6,82.47
2007-07-16,17.9,11.5,47.7,-14.7,56.9,-10.3,27.4,75.41
2007-07-17,17.7,13.1,65.2,-34.0,51.9,-10.1,24.5,69.3
2007-07-18,15.8,12.4,65.5,-35.5,44.7,-9.5,20.8,64.24
2007-07-19,21.4,10.8,62.9,-36.8,75.0,-9.5,37.3,104.29
2007-07-20,22.1,11.2,62.9,-38.4,74.9,-4.7,38.4,106.15
2007-07-23,21.6,9.3,63.4,-46.7,77.0,-3.9,40.0,104.19
2007-07-24,23.2,11.6,63.6,-47.6,77.6,-4.1,40.5,103.43
2007-07-25,24.1,8.8,64.3,-60.0,88.8,-4.6,47.1,102.71
2007-07-26,23.6,7.7,60.8,-57.8,88.6,-2.8,47.5,102.9
2007-07-27,24.3,8.7,63.4,-59.1,88.3,-2.8,47.6,102.08
2007-07-30,23.3,7.3,60.0,-61.6,87.7,-3.1,47.3,99.5
2007-07-31,25.9,10.6,66.5,-61.1,89.4,-1.6,48.8,98.51
2007-08-01,24.8,9.2,63.3,-61.6,88.5,-1.8,48.3,97.39
2007-08-02,24.5,9.3,63.6,-62.2,86.9,-2.6,47.3,96.26
2007-08-03,21.3,3.6,51.5,-63.3,85.3,3.1,47.9,97.78
2007-08-06,27.4,14.1,54.5,-33.0,83.3,3.6,47.4,92.74
2007-08-07,27.3,13.4,57.3,-39.0,82.5,3.8,48.1,90.13
2007-08-08,24.6,11.2,58.0,-38.4,80.3,4.1,44.8,86.66
2007-08-09,24.7,12.0,57.2,-37.9,78.5,4.3,43.7,84.76
2007-08-10,23.2,11.5,56.4,-37.4,73.4,4.7,40.7,73.68
2007-08-13,24.5,10.1,52.8,-35.7,83.2,6.2,46.2,87.0
2007-08-14,24.8,13.4,64.1,-36.1,82.9,-3.4,41.9,86.69
2007-08-15,29.4,21.6,83.2,-35.1,83.3,-6.7,41.1,85.42
2007-08-16,27.9,20.5,76.9,-34.0,81.0,-10.1,39.0,79.68
2007-08-17,27.8,19.3,73.2,-32.8,82.7,-9.0,40.6,79.11
2007-08-20,28.0,19.4,69.4,-27.5,82.3,-9.6,40.9,77.21
2007-08-21,26.4,16.6,67.6,-34.5,81.4,-6.5,41.2,79.29
2007-08-22,26.2,16.3,66.4,-33.5,81.4,-7.6,41.1,78.71
2007-08-23,26.6,16.3,66.4,-33.5,81.4,-7.6,42.1,79.14
2007-08-24,28.0,18.6,70.8,-32.2,84.5,-8.8,42.1,79.14
2007-08-27,26.3,17.5,65.0,-29.6,79.7,-8.2,39.5,77.09
2007-08-28,29.3,22.4,64.6,-13.2,79.0,-8.1,39.6,76.83
2007-08-29,29.5,21.8,62.8,-12.3,82.0,-10.2,41.0,76.0
2007-08-30,29.9,20.6,59.3,-11.3,82.6,-9.9,43.9,75.17
2007-08-31,31.6,22.0,59.1,-8.2,85.5,-8.8,46.1,76.83
2007-09-04,30.9,21.3,49.5,-1.1,83.1,-10.1,45.3,70.52
2007-09-05,31.5,21.5,45.5,2.6,81.9,-4.5,46.4,68.76
2007-09-06,27.1,14.3,47.6,-24.2,80.5,-3.8,46.2,66.63
2007-09-07,22.9,7.6,34.8,-29.3,78.9,-2.9,45.8,64.49
2007-09-10,21.7,6.8,30.3,-26.7,72.7,1.9,44.1,57.67
2007-09-11,22.2,8.6,29.1,-25.7,70.1,2.5,42.7,54.29
2007-09-12,19.6,8.6,28.7,-24.4,62.0,-4.1,36.1,37.51
2007-09-13,19.2,8.9,28.3,-22.9,59.2,-3.4,34.7,33.96
2007-09-14,17.6,4.6,15.5,-21.1,59.6,3.3,37.0,35.97
2007-09-17,18.3,6.0,12.8,-13.1,57.9,4.8,36.8,34.45
2007-09-18,11.8,-2.6,-6.8,-12.8,55.6,-2.8,33.5,26.16
2007-09-19,11.3,-2.7,-7.3,-10.1,54.8,-2.3,32.2,25.7
2007-09-20,12.7,0.3,-2.6,-10.5,53.9,-3.2,31.3,24.81
2007-09-21,11.6,-0.8,-2.7,-11.4,52.3,-3.3,30.3,27.69
2007-09-24,10.8,-1.2,-2.6,-14.1,49.2,-0.8,28.8,26.04
2007-09-25,7.0,-7.1,-10.8,-22.5,48.2,-0.9,28.2,25.45
2007-09-26,7.5,-5.7,-12.6,-15.7,47.0,-1.2,27.4,24.79
2007-09-27,6.2,-6.8,-14.4,-17.5,45.6,-4.6,25.6,24.1
2007-09-28,6.1,-8.0,-14.0,-20.4,48.4,-4.5,27.2,23.34
2007-10-01,1.1,-10.6,-17.5,-22.1,34.1,-4.0,18.6,20.34
2007-10-02,0.8,-11.7,-18.6,-23.3,35.6,-3.6,19.6,19.53
2007-10-03,0.1,-12.6,-18.4,-25.4,34.8,-3.8,19.1,18.75
2007-10-04,-0.5,-12.7,-18.5,-25.1,34.0,-6.3,17.9,20.43
2007-10-05,-0.3,-11.4,-17.4,-24.7,33.0,-9.4,16.3,19.45
2007-10-08,-1.8,-13.4,-17.7,-29.3,30.4,-10.3,15.5,15.74
2007-10-09,-0.1,-10.2,-17.6,-20.0,28.8,-10.6,15.1,15.02
2007-10-10,-0.1,-9.9,-17.2,-19.3,26.8,-10.6,14.8,13.32
2007-10-11,0.6,-8.3,-12.1,-18.4,25.9,-11.8,14.0,11.09
2007-10-12,1.4,-8.3,-12.8,-17.3,31.4,-13.6,15.9,20.22
2007-10-15,0.5,-6.7,-12.4,-13.0,24.4,-16.4,11.3,8.98
2007-10-16,-6.7,-16.7,-40.4,-4.5,19.2,-16.9,8.4,-0.58
2007-10-17,-7.4,-17.1,-42.3,-4.6,17.1,-17.7,7.2,-1.01
2007-10-18,-6.8,-16.2,-42.3,-4.6,16.4,-11.0,7.3,2.22
2007-10-19,-6.7,-15.5,-42.2,-4.6,15.4,-11.6,6.5,2.35
2007-10-22,-8.4,-15.7,-42.0,-3.6,9.7,-14.2,2.5,2.02
2007-10-23,-8.1,-14.8,-41.8,-1.2,9.5,-14.5,2.0,1.81
2007-10-24,-8.3,-14.4,-42.2,1.9,7.4,-14.3,0.8,1.76
2007-10-25,-6.2,-15.0,-45.5,4.4,15.8,-11.6,6.9,11.91
2007-10-26,-7.6,-16.4,-46.2,2.3,13.6,-11.6,5.7,10.8
2007-10-29,-7.7,-16.3,-45.4,0.4,12.9,-12.2,5.2,10.23
2007-10-30,-9.2,-19.0,-50.3,-0.5,15.0,-16.6,5.4,9.99
2007-10-31,-5.3,-13.3,-36.6,-4.2,17.5,-17.0,6.8,9.47
2007-11-01,-6.5,-15.0,-38.6,-5.7,16.5,-16.7,6.3,9.43
2007-11-02,-1.6,-9.9,-29.6,-7.9,23.8,-16.5,10.8,9.42
2007-11-05,-3.0,-11.0,-27.0,-10.5,22.5,-22.3,9.1,9.26
2007-11-06,-7.1,-15.1,-27.6,-23.3,22.0,-37.9,4.9,7.18
2007-11-07,-5.6,-13.4,-28.3,-17.2,23.5,-37.3,6.0,7.44
2007-11-08,-9.8,-15.8,-29.3,-16.9,21.5,-36.5,-0.9,5.1
2007-11-09,-9.4,-15.3,-25.2,-16.5,21.5,-35.7,-0.6,1.21
2007-11-12,-12.4,-16.9,-32.4,-15.2,10.6,-31.9,-5.7,-14.01
2007-11-13,-16.2,-22.9,-31.1,-39.9,10.3,-31.5,-6.2,-13.23
2007-11-14,-18.1,-22.3,-30.6,-39.4,9.7,-45.4,-11.8,-11.99
2007-11-15,-15.7,-21.3,-26.1,-38.8,15.4,-40.7,-7.3,-5.66
2007-11-16,-19.7,-27.8,-42.0,-38.0,20.4,-54.1,-7.6,2.59
2007-11-19,-19.0,-27.0,-41.8,-35.3,21.4,-54.2,-7.1,4.39
2007-11-20,-19.2,-27.4,-40.8,-35.4,20.4,-54.1,-6.9,4.35
2007-11-21,-19.7,-27.7,-40.7,-35.5,20.2,-57.1,-7.7,4.45
2007-11-23,-19.5,-30.4,-39.7,-42.0,27.5,-53.3,-3.2,4.43
2007-11-26,-20.0,-30.6,-38.2,-43.8,25.5,-53.4,-4.1,4.59
2007-11-27,-13.9,-23.9,-43.7,-12.4,33.5,-53.7,1.0,4.63
2007-11-28,-11.3,-20.3,-43.5,0.3,35.4,-53.5,2.1,4.5
2007-11-29,-11.9,-21.1,-43.6,1.4,35.0,-53.3,1.9,4.81
2007-11-30,-9.9,-20.1,-39.9,0.2,37.8,-52.7,5.3,6.87
2007-12-03,-7.2,-17.3,-36.3,6.7,42.3,-52.3,8.0,8.2
2007-12-04,-4.1,-15.4,-34.9,11.5,50.3,-51.9,12.9,8.6
2007-12-05,-3.1,-15.5,-34.3,12.4,50.3,-51.1,15.5,12.33
2007-12-06,0.3,-9.3,-33.4,30.8,50.4,-50.6,14.6,12.83
2007-12-07,1.3,-7.3,-29.4,32.3,49.1,-50.1,14.1,19.3
2007-12-10,3.5,-3.9,-25.4,32.3,51.1,-47.4,14.6,24.12
2007-12-11,4.3,-4.3,-23.5,26.9,54.3,-47.5,17.1,27.62
2007-12-12,7.5,-3.5,-22.7,27.0,60.0,-35.9,23.9,43.08
2007-12-13,15.2,7.8,0.8,27.0,61.7,-30.1,26.4,45.65
2007-12-14,15.5,6.7,6.4,27.2,62.9,-24.5,28.6,48.15
2007-12-17,19.6,13.7,21.8,27.8,60.8,-24.1,28.5,47.79
2007-12-18,20.5,13.3,21.7,27.8,65.1,-23.8,31.2,45.04
2007-12-19,18.2,10.1,22.0,16.4,65.0,-22.9,30.3,44.2
2007-12-20,17.0,7.6,15.8,16.5,64.8,-19.9,31.0,45.32
2007-12-21,18.0,9.1,17.1,18.5,62.6,-14.0,31.4,47.08
2007-12-24,18.6,10.1,19.5,18.6,61.9,-13.1,31.3,46.04
2007-12-26,18.9,10.3,19.6,19.1,61.1,-12.1,31.9,45.3
2007-12-27,19.5,11.1,21.5,18.9,62.3,-11.8,32.1,44.87
2007-12-28,20.4,12.6,27.3,18.7,62.0,-10.1,32.1,44.87
2007-12-31,20.4,12.4,24.6,18.1,61.9,-8.9,32.3,42.81
2008-01-02,17.6,8.2,16.0,17.6,60.5,-7.6,31.7,41.48
2008-01-03,16.1,8.7,16.1,18.9,52.9,-7.5,27.1,40.98
2008-01-04,14.4,6.2,7.8,18.6,52.4,-7.4,26.7,40.37
2008-01-07,14.6,5.0,8.1,14.1,55.2,-2.9,29.1,39.0
2008-01-08,20.1,14.1,7.9,44.1,54.8,-2.8,29.1,37.78
2008-01-09,17.9,11.1,8.6,33.4,53.4,-2.7,28.1,35.8
2008-01-10,18.8,11.8,9.7,32.8,51.7,9.1,29.4,35.57
2008-01-11,12.3,4.3,-4.4,32.2,43.0,9.1,24.3,25.61
2008-01-14,13.0,5.8,2.1,29.6,42.0,8.6,23.8,24.88
2008-01-15,9.8,2.5,-4.0,26.2,41.1,-2.7,20.7,24.05
2008-01-16,13.3,7.8,6.7,26.0,40.6,3.5,21.5,26.43
2008-01-17,9.6,1.7,-7.8,25.7,40.8,2.8,21.5,26.02
2008-01-18,9.6,2.9,-3.8,25.4,40.2,3.3,19.7,25.61
2008-01-22,9.3,4.3,-3.7,23.4,34.8,5.7,16.8,21.96
2008-01-23,10.3,7.0,-4.0,30.3,31.8,6.4,15.3,23.1
2008-01-24,13.8,11.6,-4.5,46.4,38.1,4.8,17.0,31.15
2008-01-25,14.6,11.4,-5.1,46.7,41.6,5.7,19.4,31.08
2008-01-28,11.2,6.4,-10.5,37.5,38.1,8.9,18.5,31.02
2008-01-29,12.8,9.1,-5.9,38.9,37.1,9.9,18.3,35.02
2008-01-30,8.2,1.8,-19.5,39.3,35.5,11.1,17.7,35.1
2008-01-31,8.0,0.7,-20.4,34.7,38.2,8.4,18.9,35.18
2008-02-01,7.0,-1.9,-17.6,21.7,39.3,10.4,20.3,35.26
2008-02-04,8.9,-0.6,-18.1,23.7,39.4,16.3,23.2,36.11
2008-02-05,3.3,-9.7,-41.3,24.1,39.0,12.2,22.9,36.48
2008-02-06,4.7,-8.9,-41.4,24.7,40.5,17.6,25.2,37.15
2008-02-07,5.0,-8.5,-41.1,27.0,40.3,18.3,25.2,37.36
2008-02-08,4.0,-7.0,-40.8,26.8,40.1,21.0,20.5,38.82
2008-02-11,5.3,-5.1,-39.4,31.3,37.7,25.8,20.8,43.14
2008-02-12,7.1,-1.9,-38.7,42.0,38.0,26.2,20.5,44.85
2008-02-13,7.5,-0.6,-34.6,41.3,36.4,28.0,19.6,43.11
2008-02-14,11.5,7.1,-24.3,40.6,35.4,27.0,18.1,42.55
2008-02-15,9.5,-0.4,-39.4,39.9,41.5,32.1,24.3,52.42
2008-02-19,9.8,-1.8,-39.7,36.3,38.0,41.0,27.3,50.06
2008-02-20,9.9,0.1,-35.2,35.5,36.5,34.3,24.7,49.52
2008-02-21,7.7,-2.9,-42.9,33.6,36.9,29.9,23.7,46.59
2008-02-22,5.2,-6.5,-42.6,23.9,35.7,29.7,22.8,45.99
2008-02-25,3.1,-9.0,-41.6,13.4,32.8,28.8,21.3,44.0
